trade_date,date_str,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma10,ma20,ma60,dif,dea,macd,kdj_k,kdj_d,kdj_j,rsi6,rsi12,rsi24,boll_upper,boll_mid,boll_lower
20250919,2025-09-19,1467.99,1475.5,1457.01,1467.97,1467.96,0.01,0.0007,32636.62,4784528.851,1488.8,1501.17,1488.07,,10.344,15.1086,-9.5292,31.89,50.55,-5.42,0.02,44.5,56.86,1531.21,1488.07,1444.93
20250922,2025-09-22,1465.09,1467.97,1450.01,1453.35,1467.97,-14.62,-0.9959,34947.08,5085057.536,1476.45,1496.39,1486.22,,6.7085,13.4286,-13.4402,22.53,41.21,-14.84,0.02,42.02,52.62,1531.91,1486.22,1440.53
20250923,2025-09-23,1450.5,1457.5,1440.0,1447.42,1453.35,-5.93,-0.408,38663.0,5588384.388,1465.94,1490.63,1484.51,,3.3107,11.405,-16.1886,17.54,33.32,-14.02,0.01,34.74,49.55,1533.22,1484.51,1435.8
20250924,2025-09-24,1434.07,1456.78,1434.07,1442.0,1447.42,-5.42,-0.3745,30743.5,4443052.872,1455.74,1482.63,1484.21,1452.16,0.1785,9.1597,-17.9624,14.24,26.96,-11.21,0.02,21.47,48.92,1533.88,1484.21,1434.54
20250925,2025-09-25,1442.83,1445.21,1436.0,1439.0,1442.0,-3.0,-0.208,33869.73,4873274.661,1449.95,1474.18,1483.86,1452.55,-2.5168,6.8244,-18.6824,11.38,21.77,-9.39,0.02,17.97,45.51,1534.7,1483.86,1433.02
20250926,2025-09-26,1441.18,1447.11,1428.01,1435.0,1439.0,-4.0,-0.278,45120.71,6480889.597,1443.35,1466.08,1481.61,1452.76,-4.9189,4.4757,-18.7892,10.09,17.88,-5.47,0.03,1.67,39.16,1536.73,1481.61,1426.48
20250929,2025-09-29,1439.38,1469.99,1435.0,1460.86,1435.0,25.86,1.8021,53684.03,7798434.586,1444.86,1460.65,1480.84,1453.6,-4.682,2.6442,-14.6524,20.04,18.6,22.92,43.96,22.62,46.19,1536.67,1480.84,1425.02
20250930,2025-09-30,1460.0,1460.76,1440.0,1443.99,1460.86,-16.87,-1.1548,39363.62,5687474.876,1444.17,1455.05,1478.48,1454.07,-5.7887,0.9576,-13.4926,20.99,19.4,24.18,42.34,20.91,49.22,1536.31,1478.48,1420.65
20251009,2025-10-09,1436.0,1439.38,1420.0,1436.78,1443.99,-7.21,-0.4993,54918.12,7845448.947,1443.13,1449.43,1476.29,1454.36,-7.165,-0.6669,-12.9962,24.07,20.95,30.31,41.47,19.89,48.21,1536.89,1476.29,1415.7
20251010,2025-10-10,1437.6,1439.94,1427.5,1430.0,1436.78,-6.78,-0.4719,36001.44,5157459.262,1441.33,1445.64,1474.16,1454.42,-8.7026,-2.274,-12.8572,22.72,21.54,25.07,40.58,21.25,39.31,1538.03,1474.16,1410.29
20251013,2025-10-13,1415.7,1422.85,1415.12,1419.2,1430.0,-10.8,-0.7552,46068.8,6533147.458,1438.17,1440.76,1470.97,1454.29,-10.6695,-3.9531,-13.4328,17.62,20.24,12.4,36.16,20.61,38.18,1538.99,1470.97,1402.94
20251014,2025-10-14,1429.99,1464.0,1429.99,1451.02,1419.2,31.82,2.2421,66672.33,9639484.605,1436.2,1440.53,1468.46,1454.75,-9.5506,-5.0726,-8.956,33.56,24.68,51.32,58.06,43.6,42.17,1535.53,1468.46,1401.39
20251015,2025-10-15,1450.98,1463.0,1445.08,1462.0,1451.02,10.98,0.7567,42785.4,6233407.482,1439.8,1441.99,1466.31,1455.6,-7.6893,-5.5959,-4.1868,50.85,33.4,85.75,50.67,47.92,46.4,1531.28,1466.31,1401.34
20251016,2025-10-16,1461.92,1484.95,1458.88,1484.91,1462.0,22.91,1.567,45730.15,6749162.949,1449.43,1446.28,1464.45,1456.83,-4.3158,-5.3399,2.0482,67.22,44.67,112.3,72.61,60.41,52.25,1524.92,1464.45,1403.99
20251017,2025-10-17,1483.1,1488.0,1454.03,1455.0,1484.91,-29.91,-2.0143,38085.89,5594724.9,1454.43,1447.88,1461.03,1457.47,-4.0095,-5.0738,2.1286,63.05,50.8,87.55,58.05,52.16,45.21,1515.15,1461.03,1406.9
20251020,2025-10-20,1455.0,1469.5,1454.88,1457.93,1455.0,2.93,0.2014,25949.88,3793283.759,1462.17,1450.17,1458.12,1457.82,-3.4901,-4.7571,2.534,61.61,54.4,76.03,62.77,54.6,42.18,1506.01,1458.12,1410.23
20251021,2025-10-21,1459.0,1469.94,1455.5,1462.26,1457.93,4.33,0.297,25442.67,3727984.13,1464.42,1450.31,1455.48,1458.14,-2.698,-4.3453,3.2946,62.64,57.15,73.61,70.93,56.67,42.3,1495.73,1455.48,1415.24
20251022,2025-10-22,1462.08,1465.73,1456.0,1458.7,1462.26,-3.56,-0.2435,18194.92,2657486.636,1463.76,1451.78,1453.42,1458.04,-2.3306,-3.9424,3.2236,61.69,58.66,67.75,55.15,56.81,38.01,1488.18,1453.42,1418.65
20251023,2025-10-23,1455.0,1468.8,1447.2,1467.98,1458.7,9.28,0.6362,29322.35,4274652.09,1460.37,1454.9,1452.17,1457.91,-1.276,-3.4091,4.2662,65.3,60.88,74.16,54.1,52.26,39.79,1482.69,1452.17,1421.64
20251024,2025-10-24,1467.95,1478.88,1449.34,1450.0,1467.98,-17.98,-1.2248,38225.83,5578603.148,1459.37,1456.9,1451.27,1457.22,-1.8694,-3.1012,2.4636,55.03,58.93,47.24,24.33,51.9,38.31,1480.92,1451.27,1421.61
20251027,2025-10-27,1440.0,1452.49,1435.99,1440.41,1450.0,-9.59,-0.6614,37102.39,5352667.152,1455.87,1459.02,1449.89,1456.98,-3.0781,-3.0966,0.037,39.52,52.46,13.65,34.7,51.13,37.16,1478.87,1449.89,1420.91
20251028,2025-10-28,1442.0,1451.2,1441.1,1445.0,1440.41,4.59,0.3187,27124.33,3923817.14,1452.42,1458.42,1449.47,1457.09,-3.6239,-3.2021,-0.8436,32.12,45.68,5.01,36.89,54.73,40.2,1478.48,1449.47,1420.47
20251029,2025-10-29,1440.02,1446.55,1430.04,1431.9,1445.0,-13.1,-0.9066,33937.11,4868780.319,1447.06,1455.41,1448.7,1456.97,-5.0551,-3.5727,-2.9648,22.48,37.95,-8.44,23.87,53.94,39.34,1478.69,1448.7,1418.7
20251030,2025-10-30,1421.81,1436.63,1421.81,1426.74,1431.9,-5.16,-0.3604,47456.1,6768821.311,1438.81,1449.59,1447.93,1456.59,-6.5305,-4.1643,-4.7324,17.87,31.26,-8.9,23.23,40.96,42.27,1479.32,1447.93,1416.55
20251031,2025-10-31,1422.0,1435.98,1420.11,1430.01,1426.74,3.27,0.2292,35693.77,5109623.861,1434.81,1447.09,1447.48,1456.73,-7.3512,-4.8017,-5.099,17.53,26.68,-0.78,14.64,37.37,42.97,1479.62,1447.48,1415.35
20251103,2025-11-03,1431.0,1448.0,1420.1,1435.0,1430.01,4.99,0.3489,34547.66,4945310.83,1433.73,1444.8,1447.48,1457.03,-7.5123,-5.3438,-4.337,20.13,24.5,11.41,31.57,27.04,46.47,1479.62,1447.48,1415.35
20251104,2025-11-04,1435.1,1435.78,1423.78,1429.0,1435.0,-6.0,-0.4181,26565.72,3793892.903,1430.53,1441.47,1445.89,1457.19,-8.0316,-5.8814,-4.3004,18.47,22.49,10.43,34.63,34.67,46.46,1478.37,1445.89,1413.41
20251105,2025-11-05,1425.89,1430.99,1420.01,1420.08,1429.0,-8.92,-0.6242,34475.27,4908475.373,1428.17,1437.61,1444.7,1457.07,-9.0584,-6.5168,-5.0832,12.35,19.11,-1.16,19.93,29.15,45.85,1479.07,1444.7,1410.32
20251106,2025-11-06,1430.0,1441.45,1429.99,1435.13,1420.08,15.05,1.0598,38347.82,5505960.415,1429.84,1434.33,1444.61,1457.25,-8.5592,-6.9253,-3.2678,23.75,20.66,29.94,53.72,36.63,49.3,1479.07,1444.61,1410.16
20251107,2025-11-07,1435.11,1439.78,1431.11,1433.33,1435.13,-1.8,-0.1254,18861.39,2704995.856,1430.51,1432.66,1444.78,1457.44,-8.2141,-7.1831,-2.062,30.07,23.8,42.62,58.23,37.28,49.69,1478.99,1444.78,1410.57
20251110,2025-11-10,1435.0,1463.69,1434.98,1462.3,1433.33,28.97,2.0212,49451.54,7181246.441,1435.97,1434.85,1446.93,1458.13,-5.5391,-6.8543,2.6304,52.32,33.3,90.35,74.56,47.62,50.26,1479.83,1446.93,1414.04
20251111,2025-11-11,1462.0,1462.18,1447.0,1458.99,1462.3,-3.31,-0.2264,26691.56,3882776.772,1441.97,1436.25,1447.33,1458.36,-3.6442,-6.2123,5.1362,64.63,43.74,106.39,68.73,54.29,52.85,1480.61,1447.33,1414.06
20251112,2025-11-12,1459.98,1478.36,1459.21,1465.15,1458.99,6.16,0.4222,32992.1,4849073.051,1450.98,1439.57,1447.49,1458.83,-1.6267,-5.2952,7.337,68.87,52.12,102.37,78.15,62.21,55.41,1481.07,1447.49,1413.91
20251113,2025-11-13,1462.12,1473.58,1458.0,1470.38,1465.15,5.23,0.357,31179.23,4569178.269,1458.03,1443.94,1446.76,1459.67,0.3897,-4.1582,9.0958,74.69,59.64,104.78,91.56,62.45,57.75,1477.59,1446.76,1415.94
20251114,2025-11-14,1470.0,1478.95,1456.3,1456.6,1470.38,-13.78,-0.9372,27473.06,4031007.106,1462.68,1446.6,1446.84,1460.16,0.8659,-3.1534,8.0386,70.49,63.26,84.94,68.12,62.03,57.09,1477.76,1446.84,1415.93
20251117,2025-11-17,1454.0,1473.0,1445.79,1471.0,1456.6,14.4,0.9886,34462.21,5035780.027,1464.42,1450.2,1447.5,1460.98,2.3777,-2.0472,8.8498,75.83,67.45,92.59,76.21,69.78,54.06,1479.84,1447.5,1415.15
20251118,2025-11-18,1470.7,1486.07,1469.0,1476.0,1471.0,5.0,0.3399,34204.78,5055675.474,1467.83,1454.9,1448.18,1461.77,3.934,-0.851,9.57,77.9,70.93,91.84,64.31,70.24,52.91,1482.29,1448.18,1414.08
20251119,2025-11-19,1474.0,1479.53,1469.96,1471.01,1476.0,-4.99,-0.3381,22045.37,3249449.214,1469.0,1459.99,1448.8,1462.32,4.7104,0.2613,8.8982,76.13,72.67,83.07,62.13,65.85,46.87,1484.07,1448.8,1413.53
20251120,2025-11-20,1472.0,1479.9,1465.03,1467.11,1471.01,-3.9,-0.2651,24002.32,3531653.943,1468.34,1463.19,1448.76,1462.6,4.9539,1.1998,7.5082,71.72,72.35,70.46,52.07,67.09,53.08,1483.93,1448.76,1413.58
20251121,2025-11-21,1470.5,1480.0,1456.0,1466.6,1467.11,-0.51,-0.0348,42607.2,6259873.433,1470.34,1466.51,1449.59,1462.91,5.0476,1.9694,6.1564,65.03,69.91,55.28,45.56,72.56,52.24,1485.61,1449.59,1413.56
20251124,2025-11-24,1467.0,1471.0,1451.13,1452.0,1466.6,-14.6,-0.9955,33607.44,4901903.705,1466.54,1465.48,1450.17,1462.71,3.8988,2.3553,3.087,48.49,62.77,19.94,44.7,58.22,47.49,1485.96,1450.17,1414.38
20251125,2025-11-25,1458.0,1458.0,1444.5,1444.65,1452.0,-7.35,-0.5062,28440.69,4119930.011,1460.27,1464.05,1450.15,1461.95,2.3679,2.3578,0.0202,32.45,52.66,-7.98,13.76,55.23,46.62,1485.95,1450.15,1414.35
20251126,2025-11-26,1448.88,1453.49,1443.58,1449.15,1444.65,4.5,0.3115,20306.16,2938818.095,1455.9,1462.45,1451.01,1461.41,1.5005,2.1863,-1.3716,26.0,43.78,-9.55,12.55,42.15,45.37,1485.83,1451.01,1416.19
20251127,2025-11-27,1449.5,1450.0,1439.04,1447.3,1449.15,-1.85,-0.1277,22286.89,3216797.187,1451.94,1460.14,1452.04,1461.39,0.6563,1.8803,-2.448,23.19,36.91,-4.26,13.76,42.9,49.28,1485.1,1452.04,1418.98
20251128,2025-11-28,1446.5,1455.5,1443.0,1450.5,1447.3,3.2,0.2211,23211.21,3366696.622,1448.72,1459.53,1453.06,1461.47,0.2426,1.5528,-2.6204,23.58,32.47,5.81,24.05,40.76,52.79,1484.56,1453.06,1421.57
20251201,2025-12-01,1451.0,1462.27,1442.0,1448.0,1450.5,-2.5,-0.1724,27333.42,3961994.999,1447.92,1457.23,1453.71,1460.94,-0.2837,1.1855,-2.9384,23.01,29.32,10.4,22.65,35.39,50.84,1484.21,1453.71,1423.21
20251202,2025-12-02,1448.0,1451.92,1435.02,1436.03,1448.0,-11.97,-0.8267,25047.26,3607543.825,1446.2,1453.24,1454.07,1460.27,-1.6476,0.6189,-4.533,16.09,24.91,-1.55,24.55,36.24,51.16,1483.56,1454.07,1424.57
20251203,2025-12-03,1435.81,1435.97,1428.0,1429.1,1436.03,-6.93,-0.4826,23572.79,3370080.066,1442.19,1449.04,1454.52,1459.23,-3.2503,-0.1549,-6.1908,11.43,20.42,-6.54,24.88,18.87,50.66,1482.14,1454.52,1426.89
20251204,2025-12-04,1429.1,1432.5,1418.38,1423.98,1429.1,-5.12,-0.3583,29075.39,4134921.902,1437.52,1444.73,1453.96,1458.29,-4.8774,-1.0994,-7.556,11.17,17.33,-1.16,10.14,11.42,48.33,1483.51,1453.96,1424.41
